Facility name,Full Address,Starting Price,Facility Type,Facility Page URL,Number of beds estimated,Phone number,source
Vita Amorosa Asst Living,"7722 N 38Th Ave, Phoenix, AZ 85051",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/vita-amorosa-asst-living,Unknown,(800) 558-0653,Not found
Sunflower's Home,"8429 Sunrise Blvd, Citrus Heights, CA 95610",Not available,Assisted Living,https://www.caring.com/senior-living/california/citrus-heights/sunflower-s-home,6,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/citrus-heights/sunflower-s-home/52669/
Avery Heights,"550 Avery Heights, Hartford, CT 06106","$4,340",Assisted Living,https://www.caring.com/senior-living/connecticut/hartford/avery-heights-hartford,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ct/hartford/avery-heights-assisted-living-services-agency/11450/
Care Castle ALF (Oak Haven),"9110 Star Trl, Port Richey, FL 34654",Not available,Assisted Living,https://www.caring.com/senior-living/florida/port-richey/care-castle-alf-oak-haven-34654,Unknown,(800) 558-0653,Not found
Taylor Hospice,"300 Johnson Avenue, Ridley Park, PA 19078",Not available,Assisted Living,https://www.caring.com/senior-care/pennsylvania/ridley-park/taylor-hospice-19078,Unknown,(800) 558-0653,https://www.seniorcare.com/home-care/pa/ridley-park/taylor-hospice/69897/
Alert Adult Care Inc,"10247 W. Missouri Avenue, Glendale, AZ 85307",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/glendale/alert-adult-care-inc,Unknown,(800) 558-0653,Not found
Stocker Group Homes,"629 South Townsend, Santa Ana, CA 92703",Not available,Assisted Living,https://www.caring.com/senior-living/california/santa-ana/stocker-group-homes,Unknown,(800) 558-0653,Not found
The Canopy at Harper Lake,"213 NW Gleason Dr, Lake City, FL 32055",Not available,Assisted Living,https://www.caring.com/senior-living/florida/lake-city/the-canopy-at-harper-lake,Unknown,(800) 558-0653,Not found
Broxton Assisted Living,"2233 Pate Pond Road, Caryville, FL 32427","$6,150",Assisted Living,https://www.caring.com/senior-living/florida/caryville/broxton-assisted-living,Unknown,(800) 558-0653,Not found
Luna 11 Inc,"3783 S.W. 97 Avenue, Miami, FL 33165",Not available,Assisted Living,https://www.caring.com/senior-living/florida/miami/luna-11-inc-33165,Unknown,(800) 558-0653,Not found
Oasis (The),"425 Daytona Avenue, Holly Hill, FL 32117",Not available,Assisted Living,https://www.caring.com/senior-living/florida/holly-hill/oasis-the,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/fl/holly-hill/oasis-the-/13418/
Sunrise of Cupertino,"581 E. Fremont Ave., Sunnyvale, CA 94087","$9,333",Assisted Living,https://www.caring.com/senior-living/california/sunnyvale/sunrise-of-cupertino,Unknown,(800) 558-0653,Not found
Legacy Villa Senior Care,"21012 Doble Avenue, Torrance, CA 90502",Not available,Assisted Living,https://www.caring.com/senior-living/california/torrance/legacy-villa-senior-care,Unknown,(800) 558-0653,Not found
Maplewood at Danbury,"22 Hospital Avenue, Danbury, CT 06810","$5,975",Assisted Living,https://www.caring.com/senior-living/connecticut/danbury/maplewood-at-danbury-06810,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ct/danbury/maplewood-at-danbury-alsa/11493/
Scofield Manor,"614 Scofieldtown Rd, Stamford, CT 06903",Not available,Assisted Living,https://www.caring.com/senior-living/connecticut/stamford/scofield-manor-06905,Unknown,(800) 558-0653,Not found
Grand Living at Coral Gables,"363 Granello Ave, Coral Gables, FL 33146",Not available,Assisted Living,https://www.caring.com/senior-living/florida/coral-gables/grand-living-at-coral-gables,Unknown,(800) 558-0653,Not found
Serene Oaks Ii,"475 Peacock Way, Vacaville, CA 95688",Not available,Assisted Living,https://www.caring.com/senior-living/california/vacaville/serene-oaks-ii-vacaville,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/vacaville/serene-oaks-ii/9366/
Seacrest,"588 Ocean Avenue, West Haven, CT 06516",Not available,Assisted Living,https://www.caring.com/senior-living/connecticut/west-haven/seacrest-06516,Unknown,(800) 558-0653,Not found
Sunnydays Assisted Living,"169 NE Prima Vista Blvd, Fort Pierce, FL 34983",Not available,Assisted Living,https://www.caring.com/senior-living/florida/fort-pierce/sunnydays-assisted-living,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/fl/port-st-lucie/sunnydays-alf/14031/
Yong Care Home (Palmdale),"2039 W. Avenue M-12, Palmdale, CA 93551",Not available,Assisted Living,https://www.caring.com/senior-living/california/palmdale/yong-care-home-palmdale-palmdale,Unknown,(800) 558-0653,Not found
Capstone Village,"601 Peter Bryce Blvd, Tuscaloosa, AL 35401",Not available,Assisted Living,https://www.caring.com/senior-living/alabama/tuscaloosa/capstone-village-tuscaloosa-35401,Unknown,(800) 558-0653,Not found
The Palazzo,"6250 N 19th Ave, Phoenix, AZ 85015","$2,800",Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/the-palazzo,Unknown,(800) 558-0653,Not found
Agape Senior Care Home,"14650 Pamlico Road, Apple Valley, CA 92307",Not available,Assisted Living,https://www.caring.com/senior-living/california/apple-valley/agape-senior-care-home-apple-valley,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/apple-valley/agape-senior-care-home/3131/
Bay Port of Fort Walton Beach,"243 Hollywood Blvd. NW, Fort Walton Beach, FL 32548","$3,875",Assisted Living,https://www.caring.com/senior-living/florida/fort-walton-beach/bay-port-of-fort-walton-beach,Unknown,(800) 558-0653,Not found
VA Eastern Colorado Health Care System,"1055 Clermont St, Denver, CO 80220",Not available,Assisted Living,https://www.caring.com/senior-living/colorado/denver/va-eastern-colorado-health-care-system,Unknown,(800) 558-0653,Not found
Autumn Villas,"5874 Honors Drive, San Diego, CA 92122",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-diego/autumn-villas,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-diego/autumn-villas-on-honors-drive/51015/
Magnolia Wood Lodge IV,"1655 Elba Hwy, Troy, AL 36079",Not available,Assisted Living,https://www.caring.com/senior-living/alabama/troy/magnolia-wood-lodge-iv,Unknown,(800) 558-0653,Not found
Carmen's Care Manor #1,"1544 Darrah Ave, Simi Valley, CA 93063","$2,200",Assisted Living,https://www.caring.com/senior-living/california/simi-valley/carmens-care-manor-93063,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/simi-valley/carmen-s-care-manor/4389/
By Your Side Senior Living,"1329 South Royal Palm Road, Apache Junction, AZ 85119",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/apache-junction/by-your-side-senior-living,Unknown,(800) 558-0653,Not found
The Canopy on Berryhill,"3343 Berryhill Rd, Pace, FL 32571",Not available,Assisted Living,https://www.caring.com/senior-living/florida/pace/the-canopy-on-berryhill-32571,Unknown,(800) 558-0653,Not found
1st Class Board and Care,"9524 Encino Ave, Northridge, CA 91325","$4,500",Assisted Living,https://www.caring.com/senior-living/california/northridge/1st-class-board-and-care,Unknown,(888) 864-8318,Not found
Affinity Hospice of Life,"1661 East Camelback Road, Suite 350, Phoenix, AZ 85016",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/affinity-hospice-of-life-85016,Unknown,(800) 558-0653,https://www.seniorcare.com/home-care/az/phoenix/affinity-hospice-of-life/53810/
Genesee Board & Care,"815 N Genesee Ave, Los Angeles, CA 90046",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/genesee-board-and-care-90046,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/los-angeles/genesee-board-care/51640/
Elevated Estates of New Port Richey,"7423 Kauai Loop, New Port Richey, FL 34653","$3,925",Assisted Living,https://www.caring.com/senior-living/florida/new-port-richey/elevated-estates-of-new-port-richey,Unknown,(800) 558-0653,Not found
Cherish House In Cambria,"1155 Warren Rd, Cambria, CA 93428",Not available,Assisted Living,https://www.caring.com/senior-living/california/cambria/cherish-house-in-cambria-cambria-ca,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/cambria/cherish-house-in-cambria/51290/
Angel's Assisted Living,"5360 W Piute Ave, Glendale, AZ 85308",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/glendale/angel-s-assisted-living,Unknown,(800) 558-0653,Not found
Janet'S Residential Facility For The Elderly,"2970 25Th Avenue, San Francisco, CA 94132",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-francisco/janets-residential-facility-for-the-elderly-94132,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-francisco/janet-s-residential-facility-for-the-elderly/6891/
El Dorado Hills Senior Care Village,"2920 Tam O'Shanter Drive, El Dorado Hills, CA 95762",Not available,Assisted Living,https://www.caring.com/senior-living/california/el-dorado-hills/el-dorado-hills-senior-care-village,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/el-dorado-hills/oak-creek-senior-care/52199/
Fortune Care Center,"22328 Broken Lance Road, Apple Valley, CA 92307",Not available,Assisted Living,https://www.caring.com/senior-living/california/apple-valley/fortune-care-center,Unknown,(800) 558-0653,Not found
Joyful Haven Assisted Living Home LLC,"18027 N 27th Drive, Phoenix, AZ 85053","$3,000",Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/joyful-haven-assisted-living-home-llc,Unknown,(800) 558-0653,Not found
The Residence at Selleckâ€™s Woods,"1 Parklands Drive, Darien, CT 06820","$6,340",Assisted Living,https://www.caring.com/senior-living/connecticut/darien/the-residence-at-selleck-s-woods,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ct/darien/the-residence-at-selleck-s-woods/54848/
Sunrise of East Meadow,"1555 Glen Curtis Boulevard, East Meadow, NY 11554","$9,333",Assisted Living,https://www.caring.com/senior-living/new-york/east-meadow/sunrise-of-east-meadow-11554,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ny/east-meadow/sunrise-of-east-meadow/59051/
The Goldton at Venice,"108 Bella Verde Blvd, Nokomis, FL 34275","$3,470",Assisted Living,https://www.caring.com/senior-living/florida/nokomis/the-goldton-at-venice,Unknown,(800) 558-0653,Not found
"Quality Care Homes, Llc 4","475 Eucalyptus Drive, San Francisco, CA 94132",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-francisco/quality-care-homes-llc-4,Unknown,(800) 558-0653,Not found
Pacific Sunrise Home,"6917 Beechfield Drive, Rancho Palos Verdes, CA 90275",Not available,Assisted Living,https://www.caring.com/senior-living/california/rancho-palos-verdes/pacific-sunrise-home-rancho-palos-verdes,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/rancho-palos-verdes/pacific-sunrise-home-3/52262/
Shady Oak Care Home,"7209 Cross Dr, Citrus Heights, CA 95610",Not available,Assisted Living,https://www.caring.com/senior-living/california/citrus-heights/shady-oak-care-home,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/citrus-heights/shady-oaks-care-home/9414/
Gables Residential Care LLC,"903 Spirit Lake Drive, Bakersfield, CA 93312",Not available,Assisted Living,https://www.caring.com/senior-living/california/bakersfield/gables-residential-care-llc,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/bakersfield/gables/5813/
El Pueblo Assisted Living,"14030 N El Pueblo Blvd, Fountain Hills, AZ 85268",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/fountain-hills/el-pueblo-assisted-living-fountain-hills,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/fountain-hills/el-pueblo-assisted-living/48494/
Seasons At Laguna - 3,"26291 Avenida Calidad, Mission Viejo, CA 92691",Not available,Assisted Living,https://www.caring.com/senior-living/california/mission-viejo/seasons-at-laguna-3-92691,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/mission-viejo/seasons-at-laguna-3/52499/
Cielo Vista Senior Living,"7571 Wyoming St., Westminster, CA 92683","$3,500",Assisted Living,https://www.caring.com/senior-living/california/westminster/cielo-vista-senior-living,Unknown,(800) 558-0653,Not found
Danville Village Assisted Living,"344 Diablo Rd, Danville, CA 94526",Not available,Assisted Living,https://www.caring.com/senior-living/california/danville/danville-village-assisted-living154524,Unknown,(800) 558-0653,Not found
Brookdale South Windsor,"1715 Ellington Road, South Windsor, CT 06074","$4,772",Assisted Living,https://www.caring.com/senior-living/connecticut/south-windsor/brookdale-south-windsor,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ct/south-windsor/brookdale-south-windsor/11479/
CLOSED - Cherry Blossom Assisted Living - Yuba City,"1880 Live Oak Blvd, Yuba City, CA 95991",Not available,Assisted Living,https://www.caring.com/senior-living/california/yuba-city/closed-cherry-blossom-assisted-living-yuba-city,Unknown,(800) 558-0653,Not found
Gigi's House Assisted Living,"1333 Darby Street, Colorado Springs, CO 80918",Not available,Assisted Living,https://www.caring.com/senior-living/colorado/colorado-springs/gigi-s-house-assisted-living,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/co/colorado-springs/gigi-s-house/11132/
Living Well Alf #2,"21280 Old Cutler Road, Cutler Bay, FL 33190",Not available,Assisted Living,https://www.caring.com/senior-living/florida/cutler-bay/living-well-alf-2,Unknown,(800) 558-0653,Not found
Dry Creek Guest Home,"1856 Dry Creek Road, San Jose, CA 95124",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-jose/dry-creek-guest-home-95124-2,Unknown,(800) 558-0653,Not found
The Madyson at Palm Beach Gardens,"13465 Pasteur Boulevard, Palm Beach Gardens, FL 33418",Not available,Assisted Living,https://www.caring.com/senior-living/florida/palm-beach-gardens/the-madyson-at-palm-beach-gardens,Unknown,(800) 558-0653,https://www.seniorcare.com/nursing-homes/fl/palm-beach-gardens/gardens-court/105921/
Elizabeth E Boit Home for Women Inc,"5 Bennett St, Wakefield, MA 01880",Not available,Assisted Living,https://www.caring.com/senior-living/massachusetts/wakefield/elizabeth-e-boit-home-for-women-inc,Unknown,(800) 558-0653,Not found
Ridgemere,"4550 Prince Street, Conway, AR 72034","$3,175",Assisted Living,https://www.caring.com/senior-living/arkansas/conway/ridgemere,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ar/conway/ridgemere/54782/
Extraordinary Assisted Living of Anaheim-CLOSED,"1809 W. Cerritos Ave , Anaheim, CA 92804",Not available,Assisted Living,https://www.caring.com/senior-living/california/anaheim/extraordinary-assisted-living-of-anaheim-closed,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/anaheim/extraordinary-assisted-living-of-anaheim/5582/
Aj'S Senior Care Home Ii,"14160 Acapulco Road, San Leandro, CA 94577",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-leandro/aj-s-senior-care-home-ii-san-leandro,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-leandro/aj-s-senior-care-home-ii/3160/
Gateway Assisted Living,"21002 E Lark Dr, Queen Creek, AZ 85142","$4,500",Assisted Living,https://www.caring.com/senior-living/arizona/queen-creek/gateway-assisted-living,Unknown,(866) 646-8217,Not found
Crescent Surprise Assiste,"15244 W Watson Ln, Surprise, AZ 85379",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/surprise/crescent-surprise-assiste,Unknown,(800) 558-0653,Not found
Silver Lining Care Home,"8538 Krans Court, Antelope, CA 95843",Not available,Assisted Living,https://www.caring.com/senior-living/california/antelope/silver-lining-care-home-antelope,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/antelope/silver-lining-care-home/52550/
Hopefaith Assisted Living,"1545 E Villa Theresa Dr, Phoenix, AZ 85022",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/phoenix/hopefaith-assisted-living,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/phoenix/hopefaith-assisted-living/48586/
"Complete Senior Living, Llc","601 N. Idaho, San Mateo, CA 94401",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-mateo/complete-senior-living-llc-san-mateo,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-mateo/complete-senior-living/51356/
Terraces of Los Gatos,"800 Blossom Hill Road, Los Gatos, CA 95032",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-gatos/terraces-of-los-gatos-95032,Unknown,(800) 558-0653,https://www.seniorcare.com/nursing-homes/ca/los-gatos/the-terraces-of-los-gatos/555547/
Loma Clara Senior Living,"16515 Butterfield Blvd, Morgan Hill, CA 95037","$4,645",Assisted Living,https://www.caring.com/senior-living/california/morgan-hill/loma-clara-senior-living,Unknown,(800) 558-0653,Not found
"Living Healthy Home Care 2, Llc","7612 Soquel Way, Citrus Heights, CA 95610",Not available,Assisted Living,https://www.caring.com/senior-living/california/citrus-heights/living-healthy-home-care-2-llc-citrus-heights,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/citrus-heights/living-healthy-home-care/7377/
JMS Residential Care,"15346 Mayall Street, Mission Hills, CA 91345",Not available,Assisted Living,https://www.caring.com/senior-living/california/mission-hills/jms-residential-care,Unknown,(800) 558-0653,Not found
Joy's Open Arms,"6942 Dresden Circle, Huntington Beach, CA 92647",Not available,Assisted Living,https://www.caring.com/senior-living/california/huntington-beach/joy-s-open-arms,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/huntington-beach/joy-s-open-arms/6987/
Bruceville Point,"9730 Backer Ranch Rd, Elk Grove, CA 95757",Not available,Assisted Living,https://www.caring.com/senior-living/california/elk-grove/bruceville-point-95757,Unknown,(800) 558-0653,Not found
Manalo'S Board & Care Ii,"808 Byron Drive, South San Francisco, CA 94080",Not available,Assisted Living,https://www.caring.com/senior-living/california/south-san-francisco/manalo-s-board-care-ii,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/south-san-francisco/manalo-s-board-care-ii/7591/
Avelina Francisca Care Home,"129 Pacer Drive, Vallejo, CA 94591",Not available,Assisted Living,https://www.caring.com/senior-living/california/vallejo/avelina-francisca-care-home-94591,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/vallejo/avelina-francisca-care-home-iv/3763/
Auntie Ann'S Care Home,"8800 Oak Ave., Orangevale, CA 95662",Not available,Assisted Living,https://www.caring.com/senior-living/california/orangevale/auntie-ann-s-care-home-orangevale,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/orangevale/auntie-ann-s-care-home/3712/
Aaa Laguna Hills Assistance Care Home,"25651 Califia Dr, Laguna Hills, CA 92653",Not available,Assisted Living,https://www.caring.com/senior-living/california/laguna-hills/aaa-laguna-hills-assistance-care-home,Unknown,(800) 558-0653,Not found
Cen Family Arf,"1255 Leighton Avenue, Los Angeles, CA 90037",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/cen-family-arf,Unknown,(800) 558-0653,Not found
Arbors of Hop Brook,"403 West Center St., Manchester, CT 06040","$3,830",Assisted Living,https://www.caring.com/senior-living/connecticut/manchester/arbors-of-hop-brook-manchester,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ct/manchester/arbors-of-hop-brook/54861/
Legacy Village of Castle Pines,"535 W Castle Pines Parkway, Castle Pines, CO 80108","$3,900",Assisted Living,https://www.caring.com/senior-living/colorado/castle-pines/legacy-village-of-castle-pines,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/co/castle-rock/legacy-village-of-castle-pines/54492/
The Landmark Assisted Living,"3260 North McMullen Booth Rd., Clearwater, FL 33761","$3,779",Assisted Living,https://www.caring.com/senior-living/florida/clearwater/the-landmark-assisted-living,Unknown,(800) 558-0653,Not found
Yuba Sutter Care Home,"920 Bogue Road, Yuba City, CA 95991",Not available,Assisted Living,https://www.caring.com/senior-living/california/yuba-city/yuba-sutter-care-home,Unknown,(800) 558-0653,Not found
Vista Rosa,"467 HILL STREET, San Luis Obispo, CA 93401","$7,500",Assisted Living,https://www.caring.com/senior-living/california/san-luis-obispo/vista-rosa,Unknown,(800) 558-0653,Not found
B And B Senior Villa,"23019 Vista Delgado Dr, Valencia, CA 91354",Not available,Assisted Living,https://www.caring.com/senior-living/california/valencia/b-and-b-senior-villa,Unknown,(800) 558-0653,Not found
The Gallery at North Port,"1322 N Main St, North Port, FL 34286","$2,950",Assisted Living,https://www.caring.com/senior-living/florida/north-port/the-gallery-at-north-port-34286,Unknown,(800) 558-0653,Not found
Navarre Gardens,"2640 HWY 87 South, Navarre, FL 32566","$2,950",Assisted Living,https://www.caring.com/senior-living/florida/navarre/navarre-gardens-navarre,Unknown,(800) 558-0653,Not found
Abracadabra Assisted Lvng,"5762 W Shaw Butte Dr, Glendale, AZ 85304",Not available,Assisted Living,https://www.caring.com/senior-living/arizona/glendale/abracadabra-assisted-lvng,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/az/glendale/abracadabra-assisted-living/1226/
Clearwater Newport Beach,"101 Bayview Pl, Newport Beach, CA 92660","$6,995",Assisted Living,https://www.caring.com/senior-living/california/newport-beach/clearwater-newport-beach,Unknown,(800) 558-0653,Not found
Garden Hill Care Home,"112 Garden Hill Drive, Los Gatos, CA 95032",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-gatos/garden-hill-care-home-los-gatos,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/los-gatos/garden-hill-care-home/5840/
Harvard Adult Home Care Services,"325 S. Harvard Blvd., Los Angeles, CA 90020",Not available,Assisted Living,https://www.caring.com/senior-living/california/los-angeles/harvard-adult-home-care-services,Unknown,(800) 558-0653,https://www.seniorcare.com/home-care/ca/glendale/harvard-health-services/74280/
A Garden Of Paradise,"7789 Spencer Ln, Citrus Heights, CA 95610",Not available,Assisted Living,https://www.caring.com/senior-living/california/citrus-heights/a-garden-of-paradise,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/citrus-heights/a-garden-of-paradise-care-home/2904/
Orchards At Southington,"34 Hobart Street, Southington, CT 06489",Not available,Assisted Living,https://www.caring.com/senior-living/connecticut/southington/orchards-at-southington,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ct/southington/orchards-at-southington/11502/
High Point Center for Care at Broadview,"100 Broadview Avenue, Rye Brook, NY, 10577, Rye Brook, NY 10577","$8,000",Assisted Living,https://www.caring.com/senior-living/new-york/rye-brook/high-point-center-for-care-at-broadview,Unknown,(800) 558-0653,Not found
The Right Care Assisted Living,"12309 W. Dove Wing Way, Peoria, AZ 85383","$3,500",Assisted Living,https://www.caring.com/senior-living/arizona/peoria/the-right-care-assisted-living,Unknown,(800) 558-0653,Not found
BonHomie III,"2795 Lena Drive, San Jose, CA 95124","$4,000",Assisted Living,https://www.caring.com/senior-living/california/san-jose/bonhomie-iii-95124,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-jose/bonhomie-i/4052/
Jana Marie,"9231 El Cortez Ave, Fountain Valley, CA 92708","$4,000",Assisted Living,https://www.caring.com/senior-living/california/fountain-valley/jana-marie-92708,Unknown,(800) 558-0653,Not found
"The Carlisle, Ivy Signature Living","1450 Post Street, San Francisco, CA 94109","$7,095",Assisted Living,https://www.caring.com/senior-living/california/san-francisco/the-carlisle-ivy-signature-living,Unknown,(800) 558-0653,Not found
Atria Crossroads Place,"One Beechwood Drive, Waterford, CT 06385","$4,295",Assisted Living,https://www.caring.com/senior-living/connecticut/waterford/atria-crossroads-place-06385,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ct/waterford/atria-crossroads-place/54890/
Santa Martha Residential VI,"7108 Werner Street, San Diego, CA 92122",Not available,Assisted Living,https://www.caring.com/senior-living/california/san-diego/santa-martha-residential-vi-92122,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/san-diego/santa-martha-residential-vi/9264/
Agape of Carmel Residential Care Home,"25527 Flanders Dr, Carmel By The Sea, CA 93923",Not available,Assisted Living,https://www.caring.com/senior-living/california/carmel-by-the-sea/agape-of-carmel-residential-care-home150608,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/ca/carmel/agape-of-carmel/3129/
Little Havana Retirement Center,"820 S.W. 20TH AVENUE, Miami, FL 33135",Not available,Assisted Living,https://www.caring.com/senior-living/florida/miami/little-havana-retirement-center-miami,Unknown,(800) 558-0653,https://www.seniorcare.com/assisted-living/fl/miami/little-havana-hhc/13058/
